id,customer,date,amount,last_updated
6935,Target,2025-05-15,1840,2025-05-15 19:37:00
6196,Costco,2025-05-15,789,2025-05-15 18:25:00
5884,Target,2025-05-15,1479,2025-05-15 22:19:00
6743,Amazon,2025-05-15,235,2025-05-15 13:38:00
6588,BestBuy,2025-05-15,406,2025-05-15 02:26:00
4319,Walmart,2025-05-16,1050,2025-05-16 19:29:00
5479,Walmart,2025-05-16,513,2025-05-16 18:31:00
8013,Costco,2025-05-16,1525,2025-05-16 07:02:00
4113,Costco,2025-05-17,1695,2025-05-17 16:11:00
2546,Costco,2025-05-17,1407,2025-05-17 10:42:00
6293,Amazon,2025-05-17,837,2025-05-17 17:50:00
3192,Costco,2025-05-17,1014,2025-05-17 13:35:00
4455,Walmart,2025-05-17,1112,2025-05-17 14:18:00
1080,Walmart,2025-05-17,971,2025-05-17 21:34:00
8192,Costco,2025-05-18,840,2025-05-18 10:54:00
6492,eBay,2025-05-18,743,2025-05-18 18:56:00
9369,Target,2025-05-18,910,2025-05-18 06:46:00
9719,Amazon,2025-05-18,716,2025-05-18 02:05:00
3881,Costco,2025-05-18,539,2025-05-18 01:02:00
7749,eBay,2025-05-19,1017,2025-05-19 21:49:00
2419,Target,2025-05-19,1736,2025-05-19 12:09:00
8248,BestBuy,2025-05-19,1925,2025-05-19 00:11:00
2390,eBay,2025-05-19,511,2025-05-19 09:31:00
6390,Costco,2025-05-20,1922,2025-05-20 03:48:00
3968,Amazon,2025-05-20,343,2025-05-20 08:09:00
9761,Walmart,2025-05-20,1613,2025-05-20 20:00:00
9511,Target,2025-05-20,1745,2025-05-20 09:32:00
8490,Walmart,2025-05-20,1126,2025-05-20 01:30:00
6762,Walmart,2025-05-20,1911,2025-05-20 08:50:00
5641,Target,2025-05-21,1040,2025-05-21 23:32:00
5730,eBay,2025-05-21,1610,2025-05-21 21:26:00
2564,Target,2025-05-21,756,2025-05-21 08:59:00
9488,eBay,2025-05-21,900,2025-05-21 00:10:00
7246,eBay,2025-05-21,244,2025-05-21 09:23:00
1006,BestBuy,2025-05-21,1570,2025-05-21 15:20:00
3271,Walmart,2025-05-22,676,2025-05-22 14:46:00
9999,Walmart,2025-05-22,1400,2025-05-22 08:32:00
8600,Amazon,2025-05-22,1558,2025-05-22 04:47:00
9677,eBay,2025-05-22,1423,2025-05-22 04:36:00
3507,Amazon,2025-05-22,900,2025-05-22 20:19:00
6570,Costco,2025-05-23,569,2025-05-23 08:15:00
4578,BestBuy,2025-05-23,376,2025-05-23 22:25:00
1988,Amazon,2025-05-23,404,2025-05-23 01:11:00
8881,eBay,2025-05-24,790,2025-05-24 06:02:00
8285,BestBuy,2025-05-24,732,2025-05-24 01:12:00
8533,BestBuy,2025-05-24,1660,2025-05-24 14:13:00
9905,Walmart,2025-05-24,381,2025-05-24 21:45:00
7003,Costco,2025-05-24,577,2025-05-24 01:38:00
8949,Target,2025-05-25,1510,2025-05-25 13:14:00
5876,Walmart,2025-05-25,804,2025-05-25 18:11:00
7963,Amazon,2025-05-25,278,2025-05-25 07:44:00
8792,eBay,2025-05-26,570,2025-05-26 12:04:00
7870,Amazon,2025-05-26,987,2025-05-26 21:15:00
1118,Walmart,2025-05-26,927,2025-05-26 10:57:00
3653,Amazon,2025-05-26,652,2025-05-26 04:55:00
9767,Costco,2025-05-26,633,2025-05-26 04:31:00
8209,BestBuy,2025-05-27,841,2025-05-27 22:33:00
9902,Amazon,2025-05-27,457,2025-05-27 12:59:00
6165,Target,2025-05-27,830,2025-05-27 14:54:00
6742,Costco,2025-05-27,1489,2025-05-27 04:12:00
7353,Costco,2025-05-27,1566,2025-05-27 05:55:00
7519,Costco,2025-05-28,755,2025-05-28 22:41:00
4953,Walmart,2025-05-28,431,2025-05-28 19:46:00
3898,BestBuy,2025-05-28,1961,2025-05-28 06:59:00
1808,Target,2025-05-28,232,2025-05-28 23:11:00
7052,Amazon,2025-05-28,1741,2025-05-28 21:41:00
2102,Amazon,2025-05-28,1559,2025-05-28 11:27:00
2440,Walmart,2025-05-29,1400,2025-05-29 09:57:00
1678,Target,2025-05-29,1358,2025-05-29 13:55:00
9909,Target,2025-05-29,249,2025-05-29 01:12:00
8947,BestBuy,2025-05-29,521,2025-05-29 21:40:00
3815,Walmart,2025-05-29,824,2025-05-29 16:18:00
1167,Amazon,2025-05-29,1378,2025-05-29 07:46:00
4929,Target,2025-05-30,1297,2025-05-30 22:57:00
5399,Target,2025-05-30,956,2025-05-30 19:02:00
4315,BestBuy,2025-05-30,1821,2025-05-30 15:31:00
4326,Target,2025-05-30,259,2025-05-30 00:10:00
4987,Target,2025-05-30,817,2025-05-30 02:41:00
8834,eBay,2025-05-30,1783,2025-05-30 16:00:00
5340,Target,2025-05-31,1383,2025-05-31 18:50:00
6213,Target,2025-05-31,1907,2025-05-31 23:49:00
4561,Amazon,2025-05-31,1049,2025-05-31 05:32:00
3848,Costco,2025-05-31,1629,2025-05-31 18:55:00
3880,eBay,2025-05-31,1567,2025-05-31 03:28:00
3118,Costco,2025-05-31,844,2025-05-31 07:56:00
