id,customer,date,amount,last_updated
6023,Amazon,2025-05-23,1646,2025-05-23T12:54:00
5219,Amazon,2025-05-23,871,2025-05-23T19:13:00
7278,Walmart,2025-05-24,910,2025-05-24T01:47:00
7739,BestBuy,2025-05-24,678,2025-05-24T00:40:00
9469,Walmart,2025-05-24,981,2025-05-24T19:32:00
7592,Costco,2025-05-24,621,2025-05-24T18:10:00
5856,Amazon,2025-05-25,842,2025-05-25T09:56:00
2383,Costco,2025-05-25,984,2025-05-25T09:10:00
9886,BestBuy,2025-05-25,1839,2025-05-25T01:29:00
7025,Amazon,2025-05-26,1063,2025-05-26T02:44:00
5864,Target,2025-05-26,1725,2025-05-26T11:23:00
7339,Amazon,2025-05-26,151,2025-05-26T09:24:00
8155,Amazon,2025-05-26,1615,2025-05-26T10:27:00
2557,Walmart,2025-05-26,1067,2025-05-26T17:01:00
2229,Amazon,2025-05-26,1211,2025-05-26T10:00:00
2370,eBay,2025-05-27,1024,2025-05-27T11:40:00
2129,Target,2025-05-27,1690,2025-05-27T15:35:00
9358,eBay,2025-05-27,1505,2025-05-27T19:38:00
4591,Walmart,2025-05-27,1960,2025-05-27T13:11:00
5759,Walmart,2025-05-27,179,2025-05-27T02:15:00
7952,Target,2025-05-28,1383,2025-05-28T05:00:00
2397,Target,2025-05-28,781,2025-05-28T17:35:00
3818,BestBuy,2025-05-28,1098,2025-05-28T05:00:00
9866,Target,2025-05-28,1946,2025-05-28T02:30:00
1478,Amazon,2025-05-29,747,2025-05-29T15:19:00
8081,BestBuy,2025-05-29,1549,2025-05-29T20:58:00
6504,Amazon,2025-05-29,840,2025-05-29T03:58:00
3777,Amazon,2025-05-29,757,2025-05-29T02:34:00
1694,Amazon,2025-05-29,1089,2025-05-29T03:51:00
2605,Walmart,2025-05-30,498,2025-05-30T09:31:00
9919,Target,2025-05-30,193,2025-05-30T02:09:00
4529,BestBuy,2025-05-30,1133,2025-05-30T14:07:00
8117,Amazon,2025-05-30,1460,2025-05-30T18:07:00
4320,eBay,2025-05-30,978,2025-05-30T11:59:00
7823,Walmart,2025-05-31,208,2025-05-31T13:32:00
3432,eBay,2025-05-31,927,2025-05-31T17:19:00
5922,Costco,2025-05-31,285,2025-05-31T03:32:00
4868,Target,2025-05-31,286,2025-05-31T15:24:00
